artist,Nationality,citizenship,gender,styles,movement,Art500k_Movements,birth_place,death_place,birth_year,death_year,FirstYear,LastYear,wikiart_pictures_count,locations,locations_with_years,styles_extended,StylesCount,StylesYears,occupations,PaintingsExhibitedAt,PaintingsExhibitedAtCount,PaintingSchool,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,Contemporary,Type
Master Francke,,Germany,male,Gothic,Gothic Art,,Lower Rhine,Hamburg,1380.0,1435.0,1410.0,1435.0,20.0,Hamburg,[],{Gothic:20},{Gothic:20},Gothic:1410-1435,painter,"Germany, Helsinki, Kunsthalle, Hamburg, Finland, Leipzig","{Kunsthalle:10},{Hamburg:20},{Germany:11},{Leipzig:1},{Helsinki:8},{Finland:8}",,,,,,,No,
Charles Hinman,American,United States,male,"Hard Edge Painting, Op Art",Post-Painterly Abstraction,"{Post-Painterly Abstraction,Abstract Illusionism,Op Art:15}",Syracuse,,1932.0,,1964.0,1982.0,15.0,New York City,[],"{Hard Edge Painting:3},{Op Art:12}","{Hard Edge Painting:14}, {Op Art:12}","Hard Edge Painting:1964-1982,Op Art:1964-1982","printmaker,sculptor,painter",,,,,,,,,,
Gunther Gerzso,Mexican,Mexico,male,"Hard Edge Painting, Surrealism",Abstract Art,"{Surrealism,Abstract Expressionism:37}",Mexico City,Mexico City,1915.0,2000.0,1941.0,2000.0,37.0,,[],"{Hard Edge Painting:26},{Surrealism:11}","{Hard Edge Painting:28}, {Surrealism:11}","Hard Edge Painting:1953-2000,Surrealism:1941-1988","designer,director,costume designer,painter,screenwriter",,,,,,,,,Yes,
Leon Polk Smith,American,United States,male,"Hard Edge Painting, Neoplasticism",Post-Painterly Abstraction,{Post-Painterly Abstraction:17},Grady County,New York City,1906.0,1996.0,1946.0,1994.0,17.0,,[],"{Hard Edge Painting:15},{Neoplasticism:2}","{Hard Edge Painting:16}, {Neoplasticism:2}","Hard Edge Painting:1949-1994,Neoplasticism:1946-1949","drawer,painter",,,,,,,,,,
Robert Indiana,American,United States,male,"Hard Edge Painting, Neo-Dada, Pop Art",Pop Art,"{Modern art:2},{Pop Art:35}",New Castle,Vinalhaven,1928.0,2018.0,1959.0,2011.0,35.0,"Skowhegan,Chicago,New York City,Edinburgh,Utica",['New York City:1956-1956'],"{Hard Edge Painting:2},{Neo-Dada:6},{Pop Art:27}","{Pop Art:27}, {Neo-Dada:6}, {Hard Edge Painting:2}","Pop Art:1959-2011,Neo-Dada:1960-2004,Hard Edge Painting:1983-1983","printmaker,designer,scenographer,jewelry designer,postage stamp designer,graphic artist,costume designer,sculptor,painter,artist","United States, NY, New York City","{New York City:1},{NY:1},{United States:1}",,,,,,,Yes,
Roberto Aizenberg,Argentinean,Argentina,male,"Hard Edge Painting, Metaphysical art, Surrealism",Surrealism,{Surrealism:30},Federal,Buenos Aires,1928.0,1998.0,1953.0,1995.0,30.0,,[],"{Hard Edge Painting:7},{Metaphysical art:11},{Surrealism:12}","{Surrealism:12}, {Metaphysical art:13}, {Hard Edge Painting:16}","Surrealism:1953-1985,Metaphysical art:1963-1995,Hard Edge Painting:1963-1995","drawer,sculptor,painter",,,,,,,,,,
Stefan Sevastre,Romanian,,,Hard Edge Painting,Abstract Expressionism,{Abstract Expressionism:25},,,,,,,25.0,,,{Hard Edge Painting:25},{Hard Edge Painting:25},,,,,,,,,,,,
Ward Jackson,American,United States,male,"Hard Edge Painting, Op Art",Post-Painterly Abstraction,{Post-Painterly Abstraction:10},,,1928.0,2004.0,1963.0,1990.0,10.0,,[],"{Hard Edge Painting:8},{Op Art:2}","{Hard Edge Painting:8}, {Op Art:2}","Hard Edge Painting:1968-1990,Op Art:1963-1963","printmaker,painter","NY, New York City, US","{New York City:1},{NY:1},{US:1}",American Abstract Artists,,,,,,,
Andrea Solario,Italian,Duchy of Milan,male,High Renaissance,High Renaissance,{High Renaissance:19},Milan,Milan,1460.0,1524.0,1490.0,1524.0,19.0,Château de Gaillon,['Château de Gaillon:1507-1509'],{High Renaissance:19},{High Renaissance:19},High Renaissance:1490-1524,"visual artist,painter","London, US, Boston, Italy, MA, Austria, UK, Bergamo, Paris, NY, France, Madrid, Spain, Milan, Vienna, New York City, Rome","{New York City:1},{NY:1},{US:2},{Vienna:1},{Austria:1},{Milan:2},{Italy:4},{London:2},{UK:2},{Rome:1},{Paris:5},{France:5},{Bergamo:1},{Boston:1},{MA:1},{Madrid:1},{Spain:1}",Milanese school,,,,,,No,
Andrea del Sarto,Italian,Republic of Florence,male,"High Renaissance, Mannerism (Late Renaissance), Unknown",High Renaissance,"{Italian Renaissance:5},{High Renaissance:2},{Renaissance:5},{Mannerism:1},{High Renaissance,Mannerism (Late Renaissance):59}",Florence,Florence,1486.0,1530.0,1509.0,1530.0,66.0,Florence,[],"{High Renaissance:52},{Mannerism (Late Renaissance):10},{Unknown:4}","{Mannerism/ Altarpiece:1},{Renaissance/ Portrait:1},{High Renaissance:48},{Mannerism (Late Renaissance):11}","High Renaissance:1509-1530,Mannerism (Late Renaissance):1526-1530","drawer,visual artist,painter"," Rome, Melbourne, OH,Italy, CA, Austria, France, Basilica, Russia,London, Vienna, Paris, Italy, Florence, NY, US, Saint Petersburg, New York City, Madrid, Australia, Museo del Prado, Cleveland, UK, Spain, Los Angeles","{Italy:36},{Florence:28},{New York City:1},{NY:1},{US:4},{Vienna:5},{Austria:5},{Basilica:8},{Cleveland:1},{OH:1},{Rome:2},{Los Angeles:2},{CA:2},{Paris:3},{France:3},{Saint Petersburg:1},{Russia:1},{London:1},{UK:1},{Melbourne:1},{Australia:1},{Museo del Prado:1},{Madrid:1},{Spain:1}",Florentine School,,"Annibale Carracci,",,,,No,
Bartolomeo Veneto,Italian,,male,High Renaissance,High Renaissance,"{Italian Renaissance:3},{Venetian school:3},{Renaissance:3},{High Renaissance:32}",Northern Italy,Turin,1502.0,1555.0,1500.0,1530.0,32.0,Venice,[],{High Renaissance:32},{High Renaissance:32},High Renaissance:1500-1530,"drawer,painter","London, Berlin, Germany, Italy, Museo del Settecento, Washington DC, US, Venice, Ottawa, UK, Cambridge, Budapest, Spain, Madrid, Canada, Paris, France, Hungary","{Italy:2},{Cambridge:1},{UK:3},{Ottawa:1},{Canada:1},{Berlin:2},{Germany:2},{Budapest:1},{Hungary:1},{London:2},{Madrid:1},{Spain:1},{Museo del Settecento:1},{Venice:1},{Washington DC:1},{US:1},{Paris:1},{France:1}",,"Giovanni Bellini,Antonello da Messina,Albrecht Durer,Northern Renaissance,Leonardo da Vinci,",,,,,No,
Bernardino Luini,,Italy,male,"High Renaissance, Unknown",High Renaissance,"{Milanese School:3},{Italian Renaissance:1}",Dumenza,Lugano,1480.0,1532.0,1500.0,1532.0,29.0,Northern Italy,[],"{High Renaissance:28},{Unknown:1}",,,painter,,,,,,,,,No,
Cima da Conegliano,Italian,Republic of Venice,male,"High Renaissance, Unknown",High Renaissance,{High Renaissance:29},Conegliano,Conegliano,1459.0,1517.0,1496.0,1515.0,29.0,"Vicenza,Venice,Conegliano",[],"{High Renaissance:27},{Unknown:2}","{Italian:2},{High Renaissance:29}",High Renaissance:1504-1515,painter," Venice, Germany, San Giovanni, Dresden, France, Russia,London, Bragora, Moscow, Paris,Venice, Italy, Florence, Warsaw, Strasbourg, Berlin, Saint Petersburg, Parma, Poland, UK, Milan","{Venice:3},{Florence:2},{Italy:6},{Parma:1},{Milan:2},{Paris:1},{France:2},{Moscow:1},{Russia:3},{London:3},{UK:3},{Warsaw:1},{Poland:1},{Strasbourg:1},{Dresden:1},{Germany:3},{Berlin:2},{Saint Petersburg:2},{San Giovanni:1},{Bragora:1}",Venetian School,"animals,roads-and-vehicles,Greek-and-Roman-Mythology,Ariadne,Bacchus/Dionysus,weddings,Christianity,saints-and-apostles,Virgin-and-Child,Sacred-Conversation,","Museo Poldi Pezzoli, Milan, Italy,Palazzo Brera, Milan, Italy,",,,"Artists2/Cima Da Conegliano/The Marriage Of Bacchus And Ariadne.jpg,Artists2/Cima Da Conegliano/Sacred Conversation.jpg,",No,
Correggio,Italian,Signoria di Correggio,male,"High Renaissance, Mannerism (Late Renaissance), Unknown",High Renaissance,"{Italian Renaissance:1},{High Renaissance:2},{Renaissance:2},{Mannerism:2},{High Renaissance,Mannerism (Late Renaissance):61}",Correggio,Correggio,1489.0,1534.0,1510.0,1534.0,100.0,"Rome,Correggio,Parma,Mantua,Modena,Albinea",[],"{High Renaissance:37},{Mannerism (Late Renaissance):55},{Unknown:8}","{High Renaissance:33}, {Mannerism (Late Renaissance):28}","High Renaissance:1510-1534,Mannerism (Late Renaissance):1520-1532","fresco painter,drawer,painter","London, Museo del Prado, UK, Spain, Rome, San Paolo, Germany, Milan, Parma, Italy, Naples, Dresden, Austria, Paris, Strasbourg, Florence, Vienna, Berlin, Russia, Saint Petersburg, France, Madrid","{France:9},{Paris:6},{Museo del Prado:2},{Madrid:2},{Spain:2},{Vienna:3},{Austria:3},{Dresden:1},{Germany:2},{Berlin:1},{Rome:1},{Italy:22},{London:4},{UK:4},{Parma:10},{Florence:3},{San Paolo:2},{Saint Petersburg:1},{Russia:1},{Naples:1},{Milan:2},{Strasbourg:1}",Parma school,,"Anton Raphael Mengs,",,,,No,
Defendente Ferrari,Italian,,male,"High Renaissance, Unknown",High Renaissance,{High Renaissance:7},Chivasso,Turin,1490.0,1540.0,1511.0,1528.0,17.0,,[],"{High Renaissance:16},{Unknown:1}",{High Renaissance:6},High Renaissance:1511-1528,painter,"Los Angeles, US, Netherlands, Germany, Berlin, Baltimore, CA, Stuttgart, MD, Amsterdam","{Amsterdam:1},{Netherlands:1},{Stuttgart:2},{Germany:2},{Baltimore:1},{MD:1},{US:2},{Los Angeles:1},{CA:1},{Berlin:1}",,"Madonna in trono e Bambino con Giovanni Battista e Giovanni Evangelista,",,,,,No,
Domenico Beccafumi,,Italy,male,"High Renaissance, Mannerism (Late Renaissance)",High Renaissance,"{Italian Renaissance:2},{Sienese School:2},{Renaissance:2},{Mannerism:2}",Castelnuovo Berardenga,Siena,1486.0,1551.0,,,87.0,Italy,[],"{High Renaissance:27},{Mannerism (Late Renaissance):60}",,,"miniature painter,graphic artist,xylographer,sculptor,painter,engraver",,,,,,,,,,
Donato Bramante,,,male,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:1},{Italian Renaissance:1},{Renaissance:1}",Fermignano,Rome,1444.0,1514.0,,,23.0,,[],"{High Renaissance:20},{Unknown:3}",,,"painter,engineer,architect",,,,,,,,,,
Dosso Dossi,Italian,,male,"High Renaissance, Mannerism (Late Renaissance)",High Renaissance,{High Renaissance:40},Mirandola,Ferrara,1480.0,1542.0,1510.0,1542.0,40.0,"Trento,Ferrara,Milan",[],"{High Renaissance:35},{Mannerism (Late Renaissance):5}","{High Renaissance:35}, {Mannerism (Late Renaissance):5}","High Renaissance:1510-1542,Mannerism (Late Renaissance):1528-1538",painter,"Los Angeles, US, London, Italy, Naples, CA, Russia, Saint Petersburg, UK, France, Paris, Florence, Chantilly, Oxford, Ferrara, Rome","{Ferrara:1},{Italy:10},{Florence:3},{Oxford:1},{UK:2},{Los Angeles:2},{CA:2},{US:2},{Chantilly:1},{France:2},{London:1},{Rome:2},{Saint Petersburg:1},{Russia:1},{Paris:1},{Naples:1}",Ferrara School,,,,,,No,
Fra Bartolomeo,Italian,Republic of Florence,male,High Renaissance,High Renaissance,{High Renaissance:16},Prato,Florence,1472.0,1517.0,1497.0,1516.0,16.0,Florence,[],{High Renaissance:16},{High Renaissance:16},High Renaissance:1497-1516,"drawer,painter","Galleria, CA, Rome, US, Netherlands, Chicago, Warsaw, Germany, IL, Los Angeles, Italy, Austria, Paris, Florence, Vienna, Munich, France, Poland, Amsterdam","{Florence:3},{Italy:6},{Galleria:2},{Vienna:1},{Austria:1},{Amsterdam:1},{Netherlands:1},{Paris:1},{France:1},{Warsaw:1},{Poland:1},{Los Angeles:1},{CA:1},{US:2},{Chicago:1},{IL:1},{Rome:1},{Munich:1},{Germany:1}",Florentine School,"Domenico Ghirlandaio,Filippo Lippi,Piero di Cosimo,",,,,"Mariotto Albertinelli,",No,
Francesco Melzi,,Italy,male,"High Renaissance, Unknown",High Renaissance,,Milan,Vaprio d'Adda,1492.0,1570.0,1510.0,2016.0,16.0,"Milan,Rome,France,Bologna","['Milan:1520-1520', 'Rome:1513-1515']","{High Renaissance:15},{Unknown:1}",,,painter,"Lombardy, Italy, Milan","{Milan:1},{Lombardy:1},{Italy:1}",,,,,,,Yes,
Giorgione,Italian,Republic of Venice,male,"High Renaissance, Unknown",High Renaissance,"{Venetian school:1},{High Renaissance:50},{Italian Renaissance:1},{Renaissance:1}",Castelfranco Veneto,Venice,1470.0,1510.0,1500.0,1510.0,51.0,"Castelfranco Veneto,Venice",[],"{High Renaissance:43},{Unknown:8}","{Italian Renaissance:2}, {Renaissance/ Biblical scene:1}, {High Renaissance:49}",High Renaissance:1500-1510,"visual artist,painter","London, Galleria, CA, Rotterdam, UK, Rome, San Diego, US, Netherlands, Germany, Washington DC, Budapest, Italy, Glasgow, Austria, Paris, Detroit, MI, Hungary, Florence, Vienna, Russia, Braunschweig, Venice, Saint Petersburg, Munich, France, Oxford","{Rotterdam:1},{Netherlands:1},{Glasgow:1},{UK:7},{Venice:3},{Italy:15},{London:5},{Munich:1},{Germany:2},{Oxford:1},{Rome:3},{Braunschweig:1},{Vienna:6},{Austria:6},{Detroit:1},{MI:1},{US:5},{Budapest:2},{Hungary:2},{Florence:4},{San Diego:1},{CA:1},{Washington DC:3},{Paris:1},{France:1},{Galleria:1},{Saint Petersburg:2},{Russia:2}",Venetian School,,"Venetian School,Titian,Lorenzo Lotto,Caravaggio,",,"Giovanni Bellini,","Titian,",No,
Giovanni Antonio Boltraffio,Italian,Italy,male,High Renaissance,High Renaissance,"{Italian Renaissance:2},{High Renaissance:17},{Renaissance:2}",Milan,Milan,1467.0,1516.0,1480.0,1500.0,16.0,"Rome,Bologna","['Rome:1513-1513', 'Bologna:1500-1500']",{High Renaissance:16},"{Italian:1}, {High Renaissance:16}",High Renaissance:1480-1500,"drawer,painter","Berlin, Germany, US, Italy, Russia, Moscow, Saint Petersburg, Spain, Madrid, Raleigh, Milan, NC","{Madrid:2},{Spain:2},{Moscow:1},{Russia:2},{Berlin:2},{Germany:1},{Raleigh:1},{NC:1},{US:1},{Saint Petersburg:1},{Milan:1},{Italy:1}",Lombard School,,,,"Leonardo da Vinci,",,No,
Giulio Clovio,"Croatians,Italians",Italy,male,High Renaissance,High Renaissance,{High Renaissance:17},Grižane-Belgrad,Rome,1498.0,1578.0,1532.0,1568.0,17.0,Rome,"['Rome:1538-1551,1516-1516,1553-1578,1526-1527']",{High Renaissance:17},{High Renaissance:17},High Renaissance:1532-1568,"painter,illuminator","London, US, UK, Spain, Madrid, NY, Paris, France, New York City","{London:1},{UK:1},{Madrid:1},{Spain:1},{New York City:8},{NY:8},{US:8},{Paris:1},{France:1}",,,,,,"Pieter Bruegel the Elder,El Greco,",No,
Giulio Romano,,Italy,male,"High Renaissance, Mannerism (Late Renaissance)",High Renaissance,"{Italian Renaissance:3},{Renaissance:3},{Mannerism:1}",Rome,Mantua,1499.0,1546.0,1524.0,1534.0,22.0,,[],"{High Renaissance:8},{Mannerism (Late Renaissance):14}",,,"visual artist,sculptor,painter,architect",Italy,{Italy:2},,,,,,,No,
Il Sodoma,Italian,Italy,male,High Renaissance,High Renaissance,"{Italian Renaissance:1},{Sienese School:2},{High Renaissance:38},{Renaissance:2}",Vercelli,Siena,1477.0,1549.0,1504.0,1540.0,38.0,,[],{High Renaissance:38},{High Renaissance:37},High Renaissance:1504-1540,painter,"Italy, Florence","{Florence:1},{Italy:1}",Sienese School,"Pinturicchio,",,,,"Luca Signorelli,",No,
Lorenzo Lotto,Italian,Republic of Venice,male,"High Renaissance, Unknown",High Renaissance,"{Italian Renaissance:5},{Venetian school:4},{High Renaissance:115},{Renaissance:5}",Venice,Loreto,1480.0,1556.0,1513.0,1551.0,112.0,"Ancona,Bergamo,Venice,Treviso,Rome",[],"{High Renaissance:99},{Unknown:13}","{Italian Mannerism:1}, {High Renaissance:112}",High Renaissance:1521-1551,"architectural draftsperson,visual artist,painter","London, Romania, CA, Museo del Prado, UK, Bergamo, Spain, Canada, Rome, US, Germany, Washington DC, Ottawa, Vatican, Budapest, Carmini, Milan, Edinburgh, Los Angeles, Italy, Naples, Austria, Paris, Hungary, Florence, Vienna, Berlin, Russia, Recanati, Venice, Saint Petersburg, France, NY, Madrid, Bucharest, Allentown, PA, New York City","{Vatican:1},{Rome:5},{Italy:23},{Budapest:1},{Hungary:1},{New York City:2},{NY:2},{US:5},{London:4},{UK:5},{Milan:4},{Madrid:2},{Spain:2},{Vienna:7},{Austria:7},{Ottawa:1},{Canada:1},{Paris:4},{France:5},{Berlin:6},{Germany:6},{Recanati:2},{Florence:3},{Los Angeles:1},{CA:1},{Bergamo:7},{Carmini:1},{Venice:1},{Museo del Prado:1},{Saint Petersburg:2},{Russia:2},{Allentown:1},{PA:1},{Bucharest:1},{Romania:1},{Edinburgh:1},{Naples:1},{Washington DC:1}",Venetian School,"Giorgione,",,,,"Titian,",No,
Mariotto Albertinelli,Italian,Italy,male,"High Renaissance, Unknown",High Renaissance,{High Renaissance:27},Florence,Florence,1474.0,1515.0,1506.0,1515.0,27.0,Florence,[],"{High Renaissance:26},{Unknown:1}",{High Renaissance:26},High Renaissance:1506-1515,painter,"Saint Petersburg, Germany, Russia, Munich","{Saint Petersburg:1},{Russia:1},{Munich:1},{Germany:1}",Florentine School,"Pietro Perugino,Piero di Cosimo,Hans Memling,Leonardo da Vinci,",,"Jacopo Pontormo,",,"Fra Bartolomeo,",No,
Michelangelo,Italian,Republic of Florence,male,"High Renaissance, Mannerism (Late Renaissance), Unknown",High Renaissance,"{Italian Renaissance:3},{High Renaissance:178},{Renaissance:3}",Caprese Michelangelo,Rome,1475.0,1564.0,1501.0,1552.0,182.0,"Rome,Florence","['Rome:1505-1506,1532-1533,1508-1516,1496-1501,1533-1533,1534-1564', 'Florence:1501-1505,1529-1532,1506-1508,1533-1533,1487-1494,1533-1534,1516-1534']","{High Renaissance:117},{Mannerism (Late Renaissance):54},{Unknown:11}","{Renaissance/ Private devotional painting:1}, {High Renaissance:177}",High Renaissance:1501-1552,"architectural draftsperson,visual artist,sculptor,painter,general contractor,engineer,poet,architect,writer","London, Galleria, Signoria, UK, Bruges, San Pietro, Vincoli, Rome, Bologna, US, Netherlands, Vatican, Cambridge, Haarlem, Milan, Chantilly, Italy, MA, San Lorenzo, Paris, Bayonne, Florence, Boston, Belgium, St. Domenico, Russia, Saint Petersburg, France, Fort Worth, Siena, Amsterdam, Oxford","{Italy:42},{Chantilly:1},{France:18},{Paris:16},{Bayonne:1},{Milan:1},{Florence:23},{Amsterdam:1},{Netherlands:3},{London:22},{UK:25},{Oxford:3},{Galleria:7},{Vatican:73},{San Pietro:2},{Vincoli:2},{Rome:3},{Boston:1},{MA:2},{US:3},{Signoria:1},{San Lorenzo:4},{Cambridge:1},{Saint Petersburg:1},{Russia:1},{Haarlem:2},{Bruges:1},{Belgium:1},{Siena:3},{St. Domenico:3},{Bologna:3},{Fort Worth:1}",Florentine School,"Giotto,Masaccio,","Auguste Rodin,Henry Moore,Jose Clemente Orozco,Raphael,Daniele da Volterra,Maarten de Vos,Mannerism (Late Renaissance),Titian,Théodore Géricault,Edgar Degas,Jean-Francois Millet,John Singer Sargent,",,"Domenico Ghirlandaio,",,No,
Palma Vecchio,,Republic of Venice,male,"High Renaissance, Mannerism (Late Renaissance)",High Renaissance,,Serina,Venice,1480.0,1528.0,1525.0,1528.0,32.0,Venice,[],"{High Renaissance:30},{Mannerism (Late Renaissance):2}",,,painter,,,,,,,,,No,
Raphael,Italian,Holy Roman Empire,male,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:186},{Italian Renaissance:1},{Renaissance:1}",Urbino,Rome,1483.0,1520.0,1499.0,1520.0,184.0,"Rome,Florence,Urbino,Perugia,Siena","['Florence:1504-1508', 'Rome:1508-1520', 'Perugia:1501-1502', 'Siena:1503-1504']","{High Renaissance:130},{Unknown:54}","{Renaissance/ Portrait:1}, {Italian:2}, {Renaissance/ Private devotional painting:1}, {Italian Renaissance:1}, {High Renaissance:185}",High Renaissance:1499-1520,"drawer,visual artist,painter,fresco painter,architectural draftsperson,designer,sculptor,court painter,architect","London, Moscow, CA, Museo del Prado, UK, Bergamo, Spain, Rome, Bologna, US, Netherlands, Germany, Washington DC, Vatican, Budapest, Milan, Edinburgh, Chantilly, Victoria, Italy, Dresden, Albertina, Austria, Lille, Urbino, Paris, Hungary, Florence, Vienna, Gemäldegalerie, Berlin, Pasadena, Russia, Saint Petersburg, Munich, France, Madrid, NY, Louvre, Brescia, Amsterdam, Oxford, New York City","{Italy:57},{Rome:17},{Paris:13},{France:17},{Vatican:53},{Florence:27},{Amsterdam:1},{Netherlands:1},{Museo del Prado:7},{Madrid:8},{Spain:8},{Vienna:3},{Austria:3},{Edinburgh:2},{UK:19},{Bologna:3},{Victoria:6},{London:14},{Oxford:3},{Washington DC:5},{US:7},{Albertina:1},{Dresden:1},{Germany:10},{Lille:1},{Munich:3},{Chantilly:3},{Budapest:2},{Hungary:2},{Berlin:9},{Urbino:2},{Brescia:3},{Moscow:1},{Russia:2},{Gemäldegalerie:1},{New York City:1},{NY:1},{Milan:2},{Pasadena:1},{CA:1},{Louvre:1},{Bergamo:1},{Saint Petersburg:1}",Umbrian school,"Albrecht Durer,Paolo Uccello,Luca Signorelli,Michelangelo,Hans Memling,","Giorgio de Chirico,Annibale Carracci,Jacopo Bassano,Paul Gauguin,Francisco Pacheco,Titian,Nicolas Poussin,Edgar Degas,Pierre-Auguste Renoir,Anton Raphael Mengs,Nazarenes,Düsseldorf School of Painting,",,"Pietro Perugino,","Albrecht Durer,",No,
Sebastiano del Piombo,,Republic of Venice,male,"High Renaissance, Mannerism (Late Renaissance)",High Renaissance,"{Italian Renaissance:3},{Venetian school:1},{Renaissance:3},{Mannerism:1}",Venice,Rome,1485.0,1547.0,1520.0,1525.0,86.0,"Rome,Venice,Orvieto,Viterbo",[],"{High Renaissance:46},{Mannerism (Late Renaissance):40}",{Renaissance/ Mythological scene:1},,"drawer,painter",Italy,{Italy:3},,,,,,,No,
Titian,Italian,Republic of Venice,male,"High Renaissance, Mannerism (Late Renaissance), Unknown",High Renaissance,"{Italian Renaissance:1},{Venetian school:1},{Renaissance:1},{High Renaissance,Mannerism (Late Renaissance):254}",Pieve di Cadore,Venice,1490.0,1576.0,1500.0,1576.0,266.0,"Rome,Augsburg,Milan,Florence,Padua,Venice","['Rome:1545-1546', 'Augsburg:1550-1551,1548-1548', 'Milan:1540-1540', 'Florence:1546-1546', 'Padua:1511-1511', 'Venice:1500-1500']","{High Renaissance:109},{Mannerism (Late Renaissance):92},{Unknown:65}","{Renaissance / Mythological painting:1}, {Renaissance/ Mythological portrait:1}, {Italian Mannerism:3}, {Italian Renaissance:2}, {Mannerism (Late Renaissance):121}, {High Renaissance:132}","Mannerism (Late Renaissance):1540-1576,High Renaissance:1500-1570","drawer,architectural draftsperson,printmaker,visual artist,painter","Kroměříž, London, Romania, CA, Rotterdam, Frari, Museo del Prado, UK, Bergamo, Spain, San Salvador, Switzerland, Indianapolis, Besançon, Rome, Bologna, US, Netherlands, Germany, Washington DC, Melbourne, Cambridge, Budapest, San Luca, Salute, Milan, Edinburgh, Australia, Los Angeles, Italy, Naples, Dresden, Glasgow, Sibiu, MA, Austria, Paris, Detroit, MI, Hungary, Florence, Vienna, Treviso, Boston, Berlin, Czech Republic, Belgium, Russia, Venice, Saint Petersburg, Munich, France, Madrid, NY, Fort Worth, Brescia, IN, Oxford, New York City","{Italy:62},{Bologna:2},{Budapest:2},{Hungary:2},{Vienna:16},{Austria:16},{Venice:17},{Salute:10},{Paris:13},{France:14},{Rotterdam:1},{Netherlands:1},{Sibiu:1},{Romania:1},{Kroměříž:1},{Czech Republic:1},{Saint Petersburg:6},{Russia:6},{Madrid:29},{Spain:29},{Museo del Prado:25},{Munich:4},{Germany:9},{Cambridge:1},{UK:17},{Rome:7},{London:10},{San Salvador:1},{Berlin:2},{Boston:1},{MA:1},{US:10},{Dresden:3},{Milan:2},{Florence:22},{Melbourne:1},{Australia:1},{Besançon:1},{New York City:3},{NY:3},{Naples:4},{Washington DC:2},{Oxford:2},{Los Angeles:1},{CA:1},{Fort Worth:1},{San Luca:1},{Frari:2},{Switzerland:1},{Brescia:3},{Edinburgh:3},{Treviso:1},{Detroit:1},{MI:1},{Glasgow:1},{Indianapolis:1},{IN:1},{Bergamo:1},{Belgium:1}",Venetian School,"Albrecht Durer,Giorgione,Raphael,Michelangelo,","Jacopo Bassano,Peter Paul Rubens,Diego Velazquez,Caravaggio,Rembrandt,Nicolas Poussin,Edgar Degas,Anton Raphael Mengs,Anthony van Dyck,John Singer Sargent,William Dobson,Claudio Coello,","El Greco,Annibale Carracci,","Giovanni Bellini,","Giorgione,Lorenzo Lotto,",No,
