artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years,birth_date,death_date
Hossein Behzad,"Art Nouveau (Modern), Safavid Period",Modernism,"{Art Nouveau (Modern):56},{Safavid Period:2}",58,Shiraz,1894.0,1968.0,Tehran,male,Iran,"painter,poet",,[],1894.0,1968.0
Hélène Guinepied,"Art Nouveau (Modern), Impressionism, Japonism",Art Nouveau,"{Art Nouveau (Modern):5},{Impressionism:5},{Japonism:7}",17,Brinon-sur-Beuvron,1883.0,1937.0,Saint-Moré,female,France,painter,,[],1883.0,1937.0
Ion Theodorescu-Sion,"Art Nouveau (Modern), Impressionism, Post-Impressionism, Symbolism",Post-Impressionism,"{Art Nouveau (Modern):1},{Impressionism:8},{Post-Impressionism:33},{Symbolism:1}",43,Ianca,1882.0,1939.0,Bucharest,male,Romania,"trade unionist,caricaturist,painter",,[],1882.0,1939.0
Ivan Bilibin,"Art Nouveau (Modern), Unknown",Art Nouveau,"{Art Nouveau (Modern):244},{Unknown:2}",246,Tarkhovka,1876.0,1942.0,Saint Petersburg,male,Russian Empire,"graphic artist,painter,illustrator",,[],1876.0,1942.0
Ivan Milev,"Art Nouveau (Modern), Expressionism, Symbolism, Unknown",Symbolism,"{Art Nouveau (Modern):16},{Expressionism:4},{Symbolism:4},{Unknown:4}",28,Kazanlak,1897.0,1927.0,Sofia,male,Bulgaria,painter,,[],1897.0,1927.0
J. C. Leyendecker,"Art Nouveau (Modern), Kitsch, Social Realism, Unknown",Art Nouveau,"{Art Nouveau (Modern):29},{Kitsch:1},{Social Realism:3},{Unknown:1}",34,Montabaur,1874.0,1951.0,New Rochelle,male,United States,"designer,painter,illustrator","Netherlands,Volendam","['Netherlands:1926-1926', 'Volendam:1926-1926']",1874.0,1951.0
J. E. H. MacDonald,"Art Nouveau (Modern), Post-Impressionism, Symbolism",Art Nouveau,"{Art Nouveau (Modern):27},{Post-Impressionism:9},{Symbolism:5}",41,Durham,1873.0,1932.0,Toronto,male,United Kingdom of Great Britain and Ireland,painter,,[],1873.0,1932.0
Jacek Malczewski,"Art Nouveau (Modern), Impressionism, Post-Impressionism, Realism, Romanticism, Symbolism, Unknown",Symbolism,"{Art Nouveau (Modern):73},{Impressionism:7},{Post-Impressionism:9},{Realism:5},{Romanticism:4},{Symbolism:40},{Unknown:1}",139,Radom,1854.0,1929.0,Kraków,male,Poland,"art educator,university teacher,painter,public figure","Italy,Paris,Munich,Kraków","['Italy:1885-1886', 'Paris:1875-1877', 'Munich:1885-1885', 'Kraków:1873-1879']",1854.0,1929.0
Jan Mankes,"Art Nouveau (Modern), Japonism, Symbolism",Symbolism,"{Art Nouveau (Modern):1},{Japonism:2},{Symbolism:69}",72,Meppel,1889.0,1920.0,Eerbeek,male,Kingdom of the Netherlands,"printmaker,painter","Eerbeek,Delft,De Knipe,The Hague","['Eerbeek:1916-1920', 'Delft:1904-1909', 'De Knipe:1912-1915,1909-1910', 'The Hague:1915-1916,1911-1912']",1889.0,1920.0
Jan Toorop,"Art Nouveau (Modern), Impressionism, Neo-Impressionism, Pointillism, Post-Impressionism, Symbolism",Symbolism,"{Art Nouveau (Modern):11},{Impressionism:16},{Neo-Impressionism:12},{Pointillism:1},{Post-Impressionism:1},{Symbolism:21}",62,Purworejo,1858.0,1928.0,The Hague,male,Kingdom of the Netherlands,"ceramics designer,drawer,etcher,ceramicist,designer,visual artist,postage stamp designer,graphic artist,painter",,[],1858.0,1928.0
Joan Brull,"Art Nouveau (Modern), Realism, Symbolism",Symbolism,"{Art Nouveau (Modern):75},{Realism:29},{Symbolism:53}",157,Barcelona,1863.0,1912.0,Barcelona,male,Spain,painter,,[],1863.0,1912.0
John Bauer,Art Nouveau (Modern),Romanticism,{Art Nouveau (Modern):52},52,Jönköpings Kristina församling,1882.0,1918.0,Sankt Matteus,male,Sweden,"painter,illustrator",,[],1882.0,1918.0
John Duncan,"Art Nouveau (Modern), Romanticism, Symbolism",Romanticism,"{Art Nouveau (Modern):3},{Romanticism:3},{Symbolism:43}",49,Dundee,1919.0,1988.0,Edinburgh,male,United Kingdom of Great Britain and Ireland,"painter,illustrator",,[],1866.0,1945.0
Jozsef Rippl-Ronai,"Art Nouveau (Modern), Cloisonnism, Post-Impressionism, Symbolism, Unknown",Post-Impressionism,"{Art Nouveau (Modern):15},{Cloisonnism:2},{Post-Impressionism:9},{Symbolism:7},{Unknown:1}",34,Kaposvár,1861.0,1927.0,Kaposvár,male,Hungary,"printmaker,painter",Munich,['Munich:1884-1884'],1861.0,1927.0
Jules Cheret,Art Nouveau (Modern),Art Nouveau,{Art Nouveau (Modern):34},34,former 11th arrondissement of Paris,1836.0,1932.0,Nice,male,France,"lithographer,designer,jewelry designer,graphic artist,painter,poster artist",,[],1836.0,1932.0
Julio Romero de Torres,"Art Nouveau (Modern), Realism, Symbolism, Unknown",Realism,"{Art Nouveau (Modern):2},{Realism:20},{Symbolism:12},{Unknown:1}",35,Córdoba,1874.0,1930.0,Córdoba,male,Spain,painter,,[],1874.0,1930.0
Jury Annenkov,"Art Nouveau (Modern), Cubism, Cubo-Futurism, Dada, Expressionism, Naïve Art (Primitivism), Symbolism, Synthetic Cubism",Cubism,"{Art Nouveau (Modern):3},{Cubism:3},{Cubo-Futurism:6},{Dada:2},{Expressionism:28},{Naïve Art (Primitivism):1},{Symbolism:4},{Synthetic Cubism:1}",48,Petropavlovsk-Kamchatsky,1889.0,1974.0,14th arrondissement of Paris,male,Soviet Union,"costume designer,painter,opinion journalist,designer,graphic artist","Germany,Saint Petersburg,Switzerland,Paris,Moscow,Venice","['Germany:1924-1925', 'Saint Petersburg:1898-1924', 'Switzerland:1913-1913', 'Paris:1911-1912,1925-1974', 'Moscow:1924-1924', 'Venice:1924-1924']",1889.0,1974.0
Józef Mehoffer,"Art Nouveau (Modern), Impressionism, Post-Impressionism, Symbolism",Post-Impressionism,"{Art Nouveau (Modern):30},{Impressionism:9},{Post-Impressionism:10},{Symbolism:6}",55,Ropczyce,1869.0,1946.0,Kraków,male,Austria-Hungary,"decorator,stained-glass artist,graphic artist,painter,teacher","Paris,Vienna,Kraków,Fribourg","['Paris:1891-1896', 'Vienna:1889-1890']",1869.0,1946.0
Kay Nielsen,Art Nouveau (Modern),Art Nouveau,{Art Nouveau (Modern):43},43,Copenhagen,1886.0,1957.0,Los Angeles,male,Kingdom of Denmark,"concept artist,scenographer,illustrator,artist,animator",,[],1886.0,1957.0
Kazimir Malevich,"Art Nouveau (Modern), Cloisonnism, Constructivism, Cubism, Cubo-Futurism, Expressionism, Fauvism, Futurism, Impressionism, Naïve Art (Primitivism), Neo-Suprematism, Neo-baroque, Neoclassicism, Pointillism, Post-Impressionism, Realism, Socialist Realism, Suprematism, Symbolism, Unknown",Abstract Art,"{Art Nouveau (Modern):2},{Cloisonnism:2},{Constructivism:25},{Cubism:31},{Cubo-Futurism:32},{Expressionism:6},{Fauvism:10},{Futurism:11},{Impressionism:22},{Naïve Art (Primitivism):27},{Neo-Suprematism:54},{Neo-baroque:1},{Neoclassicism:8},{Pointillism:5},{Post-Impressionism:5},{Realism:9},{Socialist Realism:1},{Suprematism:85},{Symbolism:11},{Unknown:6}",353,Kyiv,1879.0,1935.0,Saint Petersburg,male,Russian Empire,"art theorist,drawer,printmaker,designer,visual artist,scenographer,art historian,costume designer,sculptor,pedagogue,painter,teacher","Saint Petersburg,Kursk,Warsaw,Moscow,Berlin,Vitebsk",[],1879.0,1935.0
Koloman Moser,"Art Nouveau (Modern), Post-Impressionism, Realism, Symbolism",Art Nouveau,"{Art Nouveau (Modern):163},{Post-Impressionism:5},{Realism:8},{Symbolism:21}",197,Vienna,1868.0,1918.0,Vienna,male,Cisleithania,"decorator,drawer,furniture designer,designer,jewelry designer,postage stamp designer,graphic artist,painter,illustrator,architect",Vienna,[],1868.0,1918.0
Konstantin Korovin,"Art Nouveau (Modern), Impressionism, Realism",Impressionism,"{Art Nouveau (Modern):43},{Impressionism:266},{Realism:7}",316,Moscow,1861.0,1939.0,Paris,male,Russian Empire,"theatre designer,scenographer,painter","Spain,Saint Petersburg,Paris,France,Moscow","['Spain:1885-1885', 'Saint Petersburg:1881-1881', 'Paris:1885-1885', 'France:1923-1939', 'Moscow:1875-1881,1881-1923']",1861.0,1939.0
Konstantin Somov,"Art Nouveau (Modern), Early Renaissance, Realism, Symbolism",Symbolism,"{Art Nouveau (Modern):33},{Early Renaissance:1},{Realism:29},{Symbolism:191}",254,Saint Petersburg,1869.0,1939.0,Paris,male,Russian Empire,"printmaker,painter,watercolorist,illustrator","Paris,New York City,Saint Petersburg,Dresden,Italy,United States,Berlin,Britain","['Paris:1905-1905,1897-1899,1925-1939', 'New York City:1923-1925', 'Saint Petersburg:1884-1923', 'Dresden:1901-1901', 'Italy:1890-1890,1894-1894', 'United States:1923-1925', 'Berlin:1901-1901', 'Britain:1899-1899']",1869.0,1939.0
Konstantin Yuon,"Art Nouveau (Modern), Impressionism, Post-Impressionism, Realism, Socialist Realism, Symbolism",Symbolism,"{Art Nouveau (Modern):42},{Impressionism:32},{Post-Impressionism:99},{Realism:72},{Socialist Realism:35},{Symbolism:14}",294,Moscow,1875.0,1958.0,Moscow,male,Russian Empire,"theater artist,art theorist,painter",Russia,[],1875.0,1958.0
Konstantinos Parthenis,"Art Nouveau (Modern), Cubism, Expressionism, Fauvism, Post-Impressionism, Symbolism, Unknown",Symbolism,"{Art Nouveau (Modern):4},{Cubism:6},{Expressionism:26},{Fauvism:2},{Post-Impressionism:7},{Symbolism:14},{Unknown:2}",61,Alexandria,1878.0,1967.0,Athens,male,Greece,painter,,[],1878.0,1967.0
Leon Bakst,"Art Nouveau (Modern), Unknown",Art Nouveau,"{Art Nouveau (Modern):105},{Unknown:1}",106,Hrodna,1866.0,1924.0,Rueil-Malmaison,male,Russian Empire,"drawer,designer,scenographer,graphic artist,costume designer,painter",,[],1866.0,1924.0
Leon Wyczółkowski,"Art Nouveau (Modern), Expressionism, Impressionism, Realism, Symbolism",Young Poland,"{Art Nouveau (Modern):1},{Expressionism:1},{Impressionism:13},{Realism:21},{Symbolism:9}",45,Wola Miastkowska,1852.0,1936.0,Warsaw,male,Poland,"drawer,graphic artist,sculptor,painter",Poland,[],1852.0,1936.0
Leonetto Cappiello,Art Nouveau (Modern),Art Nouveau,{Art Nouveau (Modern):40},40,Livorno,1875.0,1942.0,Cannes,male,France,"lithographer,drawer,advertising person,designer,caricaturist,visual artist,sculptor,painter,poster artist,illustrator","Naples,Paris,Milan,Florence","['Naples:1902-1905', 'Paris:1897-1902', 'Milan:1921-1921', 'Florence:1891-1897']",1875.0,1942.0
Leopoldo Metlicovitz,Art Nouveau (Modern),Art Nouveau,{Art Nouveau (Modern):41},41,Trieste,1868.0,1944.0,Ponte Lambro,male,Kingdom of Italy,"scenographer,painter,poster artist",,[],1868.0,1944.0
Louis Comfort Tiffany,"Art Nouveau (Modern), Post-Impressionism, Realism, Renaissance",Art Nouveau,"{Art Nouveau (Modern):230},{Post-Impressionism:26},{Realism:2},{Renaissance:1}",259,New York City,1848.0,1933.0,New York City,male,United States,"designer,glass artist,jewelry designer,interior designer,painter,photographer",,[],1848.0,1933.0
Louis Wain,"Art Nouveau (Modern), Outsider art",Art Nouveau,"{Art Nouveau (Modern):61},{Outsider art:11}",72,Clerkenwell,1860.0,1939.0,Napsbury Hospital,male,United Kingdom of Great Britain and Ireland,"painter,illustrator,animator",,[],1860.0,1939.0
Lucien Pissarro,"Art Nouveau (Modern), Impressionism, Japonism, Neo-Impressionism, Pointillism",Impressionism,"{Art Nouveau (Modern):20},{Impressionism:66},{Japonism:1},{Neo-Impressionism:19},{Pointillism:7}",113,Paris,1863.0,1944.0,London,male,United Kingdom of Great Britain and Ireland,"designer,graphic artist,xylographer,painter,illustrator,artist,type designer,printer",,[],1863.0,1944.0
Léo Gausson,"Art Nouveau (Modern), Impressionism, Neo-Impressionism, Pointillism, Post-Impressionism, Realism, Synthetism, Unknown",Neo-Impressionism,"{Art Nouveau (Modern):1},{Impressionism:8},{Neo-Impressionism:17},{Pointillism:5},{Post-Impressionism:4},{Realism:6},{Synthetism:13},{Unknown:1}",55,Lagny-sur-Marne,1860.0,1944.0,Lagny-sur-Marne,male,France,painter,,[],1860.0,1944.0
Léo Schnug,Art Nouveau (Modern),Art Nouveau,{Art Nouveau (Modern):26},26,Strasbourg,1878.0,1933.0,Brumath,male,France,painter,Alsace,[],1878.0,1933.0
Mana Parpulova,"Art Nouveau (Modern), Expressionism, Naïve Art (Primitivism)",Expressionism,"{Art Nouveau (Modern):1},{Expressionism:8},{Naïve Art (Primitivism):4}",13,Panagyurishte,1925.0,1987.0,Sofia,female,Bulgaria,"painter,illustrator",,[],1925.0,1987.0
Margaret Macdonald,Art Nouveau (Modern),Art Nouveau,{Art Nouveau (Modern):21},21,,1864.0,1933.0,,female,,,,[],,
Marianne Stokes,"Art Nouveau (Modern), Impressionism, Post-Impressionism",Impressionism,"{Art Nouveau (Modern):40},{Impressionism:27},{Post-Impressionism:5}",72,Graz,1855.0,1927.0,London,female,Austria-Hungary,"history painter,genre painter,painter,artist",,[],1855.0,1927.0
Martin Munkácsi,"Art Nouveau (Modern), Modernismo, Unknown",Modernism,"{Art Nouveau (Modern):31},{Modernismo:2},{Unknown:17}",50,Cluj-Napoca,1896.0,1963.0,New York City,male,United States,photographer,,[],1896.0,1963.0
Martiros Sarian,"Art Nouveau (Modern), Expressionism, Fauvism, Naïve Art (Primitivism), Post-Impressionism, Realism, Socialist Realism, Symbolism, Unknown",Realism,"{Art Nouveau (Modern):2},{Expressionism:294},{Fauvism:14},{Naïve Art (Primitivism):26},{Post-Impressionism:38},{Realism:112},{Socialist Realism:5},{Symbolism:57},{Unknown:3}",551,Nakhichevan-on-Don,1880.0,1972.0,Yerevan,male,Russian Empire,"painter,illustrator,politician",,[],1880.0,1972.0
Max Kurzweil,"Art Nouveau (Modern), Expressionism, Impressionism, Unknown",Expressionism,"{Art Nouveau (Modern):7},{Expressionism:4},{Impressionism:5},{Unknown:1}",17,Bzenec,1867.0,1916.0,Vienna,male,Austria,"drawer,graphic artist,painter",,[],1867.0,1956.0
Max Slevogt,"Art Nouveau (Modern), Impressionism",Impressionism,"{Art Nouveau (Modern):5},{Impressionism:28}",33,Landshut,1868.0,1932.0,Leinsweiler,male,Germany,"drawer,graphic artist,painter,illustrator,teacher",,[],1868.0,1932.0
Maxfield Parrish,"Art Nouveau (Modern), Regionalism, Romanticism, Symbolism, Unknown",Symbolism,"{Art Nouveau (Modern):1},{Regionalism:10},{Romanticism:11},{Symbolism:17},{Unknown:1}",40,Philadelphia,1870.0,1966.0,Plainfield,male,United States,"designer,painter,illustrator","Philadelphia,New Hampshire",[],1870.0,1966.0
Maximilian Pirner,"Art Nouveau (Modern), Realism",Art Nouveau,"{Art Nouveau (Modern):23},{Realism:7}",30,Sušice,1854.0,1924.0,Smíchov,male,Austria-Hungary,"visual artist,university teacher,pedagogue,painter,illustrator,teacher",,[],1854.0,1924.0
Meta Vaux Warrick Fuller,"Art Nouveau (Modern), Impressionism",Harlem Renaissance (New Negro Movement),"{Art Nouveau (Modern):3},{Impressionism:15}",18,Philadelphia,1948.0,,Framingham,female,United States,"sculptor,artist,poet",,[],1877.0,1968.0
Michel Simonidy,"Art Nouveau (Modern), Impressionism",Art Nouveau,"{Art Nouveau (Modern):9},{Impressionism:13}",22,Bucharest,1870.0,1933.0,Paris,male,Romania,"designer,painter",Romania,[],1870.0,1933.0
Mikhail Nesterov,"Art Nouveau (Modern), Impressionism, Post-Impressionism, Realism, Symbolism, Unknown",Symbolism,"{Art Nouveau (Modern):9},{Impressionism:15},{Post-Impressionism:12},{Realism:22},{Symbolism:78},{Unknown:2}",138,Ufa,1862.0,1942.0,Moscow,male,Russian Empire,"philosopher,painter",,[],1862.0,1942.0
Mstislav Dobuzhinsky,"Art Nouveau (Modern), Expressionism, Naïve Art (Primitivism), Symbolism",Symbolism,"{Art Nouveau (Modern):28},{Expressionism:17},{Naïve Art (Primitivism):9},{Symbolism:111}",165,Veliky Novgorod,1875.0,1957.0,New York City,male,Russian Empire,"exlibrist,graphic artist,university teacher,painter,illustrator",,[],1875.0,1957.0
Nicholas Roerich,"Art Nouveau (Modern), Byzantine, Japonism, Realism, Symbolism",Symbolism,"{Art Nouveau (Modern):499},{Byzantine:23},{Japonism:1},{Realism:115},{Symbolism:1205}",1843,Saint Petersburg,1874.0,1947.0,Kullu,male,Russian Empire,"traveler,occultist,mystic,explorer,designer,philosopher,archaeologist,muralist,scenographer,choreographer,graphic artist,costume designer,painter,illustrator,historian,diplomat,poet,writer","India,New York City,Moscow,Saint Petersburg,London,Stockholm,Paris",[],1874.0,1947.0
Odilon Redon,"Art Nouveau (Modern), Impressionism, Post-Impressionism, Realism, Symbolism, Unknown",Symbolism,"{Art Nouveau (Modern):1},{Impressionism:11},{Post-Impressionism:4},{Realism:62},{Symbolism:376},{Unknown:1}",455,Bordeaux,1840.0,1916.0,Paris,male,France,"lithographer,drawer,architectural draftsperson,printmaker,visual artist,sculptor,painter,illustrator,artist","Paris,Netherlands,Amsterdam,Haarlem,Rotterdam","['Netherlands:1878-1878', 'Amsterdam:1878-1878', 'Haarlem:1878-1878', 'Rotterdam:1878-1878']",1840.0,1916.0
Oleh Sokolov,"Art Nouveau (Modern), Conceptual Art, Expressionism, Op Art, Unknown",Abstract Art,"{Art Nouveau (Modern):1},{Conceptual Art:7},{Expressionism:1},{Op Art:2},{Unknown:11}",22,Odesa,1919.0,1990.0,Odesa,male,Soviet Union,"painter,association football player",,[],1919.0,1990.0
Oleksa Novakivskyi,"Art Nouveau (Modern), Expressionism, Post-Impressionism",Post-Impressionism,"{Art Nouveau (Modern):24},{Expressionism:1},{Post-Impressionism:26}",51,Nova Obodivka,1872.0,1935.0,Lviv,male,,painter,,[],1872.0,1935.0
Otto Eckmann,Art Nouveau (Modern),Art Nouveau,{Art Nouveau (Modern):18},18,Hamburg,1865.0,1902.0,Badenweiler,male,Hamburg,"graphic artist,typographer,painter,illustrator,architect","Munich,Berlin",[],1865.0,1902.0
Owen Jones,"Art Nouveau (Modern), Orientalism",Art Nouveau,"{Art Nouveau (Modern):101},{Orientalism:1}",102,London,1809.0,1874.0,London,male,United Kingdom of Great Britain and Ireland,"designer,illuminator,illustrator,architect",London,[],1809.0,1874.0
Paul Mathiopoulos,"Art Nouveau (Modern), Impressionism, Realism, Symbolism",Symbolism,"{Art Nouveau (Modern):20},{Impressionism:5},{Realism:5},{Symbolism:2}",32,Athens,1876.0,1956.0,Athens,male,Greece,painter,,[],1876.0,1956.0
Paul Ranson,"Art Nouveau (Modern), Post-Impressionism, Symbolism",Symbolism,"{Art Nouveau (Modern):28},{Post-Impressionism:23},{Symbolism:5}",56,Limoges,1861.0,1909.0,Paris,male,France,"printmaker,ceramicist,painter,writer",,[],1864.0,1909.0
Petro Kholodny (Elder),"Art Nouveau (Modern), Impressionism, Neo-Byzantine, Unknown",Impressionism,"{Art Nouveau (Modern):1},{Impressionism:4},{Neo-Byzantine:13},{Unknown:1}",19,,,,,,,,,,,
Pyotr Konchalovsky,"Art Nouveau (Modern), Cubism, Expressionism, Fauvism, Impressionism, Post-Impressionism, Realism, Socialist Realism",Post-Impressionism,"{Art Nouveau (Modern):4},{Cubism:63},{Expressionism:69},{Fauvism:64},{Impressionism:10},{Post-Impressionism:382},{Realism:327},{Socialist Realism:6}",925,Sloviansk,1876.0,1956.0,Moscow,male,Russian Empire,"visual artist,scenographer,graphic artist,painter,illustrator",,[],1876.0,1956.0
Ramon Casas,"Art Nouveau (Modern), Impressionism, Post-Impressionism, Romanticism",Impressionism,"{Art Nouveau (Modern):17},{Impressionism:13},{Post-Impressionism:1},{Romanticism:4}",35,Barcelona,1866.0,1932.0,Barcelona,male,Spain,"drawer,painter",,[],1866.0,1932.0
Raphael Kirchner,"Art Nouveau (Modern), Japonism, Orientalism",Art Nouveau,"{Art Nouveau (Modern):496},{Japonism:28},{Orientalism:1}",525,Vienna,1875.0,1917.0,New York City,male,Austria,"portraitist,lithographer,drawer,caricaturist,visual artist,painter,illustrator",,[],1875.0,1917.0
Richard Gerstl,"Art Nouveau (Modern), Expressionism, Pointillism, Post-Impressionism, Unknown",Expressionism,"{Art Nouveau (Modern):12},{Expressionism:39},{Pointillism:11},{Post-Impressionism:12},{Unknown:1}",75,Vienna,1883.0,1908.0,Vienna,male,Austria-Hungary,painter,"Vienna,Gmunden",[],1883.0,1908.0
Rose O'Neill,Art Nouveau (Modern),Art Nouveau,{Art Nouveau (Modern):14},14,Wilkes-Barre,1874.0,1944.0,Springfield,female,United States,"suffragist,cartoonist,comics artist,artist,writer",,[],1874.0,1944.0
Rupert Bunny,"Art Nouveau (Modern), Impressionism, Symbolism",Impressionism,"{Art Nouveau (Modern):2},{Impressionism:52},{Symbolism:3}",57,Melbourne,1864.0,1947.0,Melbourne,male,Australia,painter,Paris,['Paris:1886-1932'],1864.0,1947.0
Saturnino Herran,"Art Nouveau (Modern), Impressionism, Muralism, Realism",Art Nouveau,"{Art Nouveau (Modern):7},{Impressionism:1},{Muralism:1},{Realism:3}",12,Aguascalientes City,1887.0,1918.0,Mexico City,male,Mexico,"university teacher,painter",,[],1887.0,1918.0
